Symbol_hg	Symbol_mm	ID
568	CCNG1	Ccng1	CCNG1_Ccng1
569	CCNG2	Ccng2	CCNG2_Ccng2
570	CCNI	Ccni	CCNI_Ccni
571	CCNK	Ccnk	CCNK_Ccnk
572	CCNT1	Ccnt1	CCNT1_Ccnt1
573	NOCT	Noct	NOCT_Noct
574	CCR6	Ccr6	CCR6_Ccr6
575	CCS	Ccs	CCS_Ccs
576	CCT2	Cct2	CCT2_Cct2
577	CCT3	Cct3	CCT3_Cct3
578	CCT4	Cct4	CCT4_Cct4
579	CCT5	Cct5	CCT5_Cct5
580	CCT6A	Cct6a	CCT6A_Cct6a
581	CCT6B	Cct6b	CCT6B_Cct6b
582	CCT7	Cct7	CCT7_Cct7
583	CCT8	Cct8	CCT8_Cct8
584	CD14	Cd14	CD14_Cd14
585	CD151	Cd151	CD151_Cd151
586	CTLA4	Ctla4	CTLA4_Ctla4
587	CD19	Cd19	CD19_Cd19
588	CD1D	Cd1d1	CD1D_Cd1d1
589	CD2	Cd2	CD2_Cd2
590	MS4A1	Ms4a1	MS4A1_Ms4a1
591	CD22	Cd22	CD22_Cd22
592	CD24	Cd24a	CD24_Cd24a
593	CD28	Cd28	CD28_Cd28
594	CD2AP	Cd2ap	CD2AP_Cd2ap
595	CD33	Cd33	CD33_Cd33
596	CD34	Cd34	CD34_Cd34
597	CD36	Cd36	CD36_Cd36
598	SCARB2	Scarb2	SCARB2_Scarb2
599	CD37	Cd37	CD37_Cd37
600	CD38	Cd38	CD38_Cd38
601	ENTPD1	Entpd1	ENTPD1_Entpd1
602	ENTPD2	Entpd2	ENTPD2_Entpd2
603	ENTPD6	Entpd6	ENTPD6_Entpd6
604	ENTPD5	Entpd5	ENTPD5_Entpd5
605	CD3D	Cd3d	CD3D_Cd3d
606	CD3E	Cd3e	CD3E_Cd3e
607	CD3G	Cd3g	CD3G_Cd3g
608	CD247	Cd247	CD247_Cd247
609	CD4	Cd4	CD4_Cd4
610	CD44	Cd44	CD44_Cd44
611	CD48	Cd48	CD48_Cd48
612	CD5	Cd5	CD5_Cd5
613	CD53	Cd53	CD53_Cd53
614	CD6	Cd6	CD6_Cd6
615	CD63	Cd63	CD63_Cd63
616	CD68	Cd68	CD68_Cd68
617	CD69	Cd69	CD69_Cd69
618	CD7	Cd7	CD7_Cd7
619	CD72	Cd72	CD72_Cd72
620	CD79A	Cd79a	CD79A_Cd79a
621	CD80	Cd80	CD80_Cd80
622	CD81	Cd81	CD81_Cd81
623	CD82	Cd82	CD82_Cd82
624	CD83	Cd83	CD83_Cd83
625	CD84	Cd84	CD84_Cd84
626	CD86	Cd86	CD86_Cd86
627	CD8A	Cd8a	CD8A_Cd8a
628	CD8B	Cd8b1	CD8B_Cd8b1
629	CD9	Cd9	CD9_Cd9
630	CDC25A	Cdc25a	CDC25A_Cdc25a
631	CDC25B	Cdc25b	CDC25B_Cdc25b
632	CDC25C	Cdc25c	CDC25C_Cdc25c
633	CDK1	Cdk1	CDK1_Cdk1
634	CDK11B	Cdk11b	CDK11B_Cdk11b
635	CDC37	Cdc37	CDC37_Cdc37
636	CDC42	Cdc42	CDC42_Cdc42
637	CDC45	Cdc45	CDC45_Cdc45
638	CDC7	Cdc7	CDC7_Cdc7
639	ARHGAP31	Arhgap31	ARHGAP31_Arhgap31
640	CDH1	Cdh1	CDH1_Cdh1
641	CDH11	Cdh11	CDH11_Cdh11
642	CDH13	Cdh13	CDH13_Cdh13
643	CDH15	Cdh15	CDH15_Cdh15
644	CDH16	Cdh16	CDH16_Cdh16
645	CDH17	Cdh17	CDH17_Cdh17
646	CDH2	Cdh2	CDH2_Cdh2
647	CDH3	Cdh3	CDH3_Cdh3
648	CDH4	Cdh4	CDH4_Cdh4
649	CDH5	Cdh5	CDH5_Cdh5
650	CDH6	Cdh6	CDH6_Cdh6
651	CDH8	Cdh8	CDH8_Cdh8
652	CDH9	Cdh9	CDH9_Cdh9
653	CDK2	Cdk2	CDK2_Cdk2
654	CDK4	Cdk4	CDK4_Cdk4
655	CDK5	Cdk5	CDK5_Cdk5
656	CDK5R1	Cdk5r1	CDK5R1_Cdk5r1
657	CDK5R2	Cdk5r2	CDK5R2_Cdk5r2
658	CDK6	Cdk6	CDK6_Cdk6
659	CDK7	Cdk7	CDK7_Cdk7
660	CDKN1A	Cdkn1a	CDKN1A_Cdkn1a
661	CDKN1B	Cdkn1b	CDKN1B_Cdkn1b
662	CDKN1C	Cdkn1c	CDKN1C_Cdkn1c
663	CDKN2A	Cdkn2a	CDKN2A_Cdkn2a
664	CDKN2B	Cdkn2b	CDKN2B_Cdkn2b
665	CDKN2C	Cdkn2c	CDKN2C_Cdkn2c
666	CDKN2D	Cdkn2d	CDKN2D_Cdkn2d
667	CDO1	Cdo1	CDO1_Cdo1
668	CDR2	Cdr2	CDR2_Cdr2
669	MIA	Mia	MIA_Mia
670	IFT81	Ift81	IFT81_Ift81
671	CDX1	Cdx1	CDX1_Cdx1
672	CDX2	Cdx2	CDX2_Cdx2
673	CDX4	Cdx4	CDX4_Cdx4
674	CDYL	Cdyl	CDYL_Cdyl
675	CEBPA	Cebpa	CEBPA_Cebpa
676	CEBPZ	Cebpz	CEBPZ_Cebpz
677	CEBPB	Cebpb	CEBPB_Cebpb
678	CEBPD	Cebpd	CEBPD_Cebpd
679	CEBPG	Cebpg	CEBPG_Cebpg
680	CEL	Cel	CEL_Cel
681	CELSR1	Celsr1	CELSR1_Celsr1
682	CENPA	Cenpa	CENPA_Cenpa
683	CENPB	Cenpb	CENPB_Cenpb
684	CENPC	Cenpc1	CENPC_Cenpc1
685	CER1	Cer1	CER1_Cer1
686	CETN3	Cetn3	CETN3_Cetn3
687	CFH	Cfh	CFH_Cfh
688	CFI	Cfi	CFI_Cfi
689	CFL1	Cfl1	CFL1_Cfl1
690	CFL2	Cfl2	CFL2_Cfl2
691	CFLAR	Cflar	CFLAR_Cflar
692	CFTR	Cftr	CFTR_Cftr
693	CGA	Cga	CGA_Cga
694	CH25H	Ch25h	CH25H_Ch25h
695	CHAD	Chad	CHAD_Chad
696	CHAT	Chat	CHAT_Chat
697	CHD1	Chd1	CHD1_Chd1
698	CHEK1	Chek1	CHEK1_Chek1
699	CHKB	Chkb	CHKB_Chkb
700	CHGA	Chga	CHGA_Chga
701	CHGB	Chgb	CHGB_Chgb
702	CHI3L1	Chil1	CHI3L1_Chil1
703	OVGP1	Ovgp1	OVGP1_Ovgp1
704	CHKA	Chka	CHKA_Chka
705	CHL1	Chl1	CHL1_Chl1
706	CHM	Chm	CHM_Chm
707	CHML	Chml	CHML_Chml
708	CHRD	Chrd	CHRD_Chrd
709	CHRM1	Chrm1	CHRM1_Chrm1
710	CHRM3	Chrm3	CHRM3_Chrm3
711	CHRM4	Chrm4	CHRM4_Chrm4
712	CHUK	Chuk	CHUK_Chuk
713	VSX2	Vsx2	VSX2_Vsx2
714	CIDEA	Cidea	CIDEA_Cidea
715	CIDEB	Cideb	CIDEB_Cideb
716	ELOVL3	Elovl3	ELOVL3_Elovl3
717	PATJ	Patj	PATJ_Patj
718	CIRBP	Cirbp	CIRBP_Cirbp
719	CISH	Cish	CISH_Cish
720	SOCS3	Socs3	SOCS3_Socs3
721	SOCS1	Socs1	SOCS1_Socs1
722	CIT	Cit	CIT_Cit
723	CITED1	Cited1	CITED1_Cited1
724	CKB	Ckb	CKB_Ckb
725	CKM	Ckm	CKM_Ckm
726	CKMT1A	Ckmt1	CKMT1A_Ckmt1
727	CORO1A	Coro1a	CORO1A_Coro1a
728	CLCN1	Clcn1	CLCN1_Clcn1
729	CLCN2	Clcn2	CLCN2_Clcn2
730	CLCN3	Clcn3	CLCN3_Clcn3
731	CLCN4	Clcn4	CLCN4_Clcn4
732	CLCN5	Clcn5	CLCN5_Clcn5
733	CLNS1A	Clns1a	CLNS1A_Clns1a
734	CLDN1	Cldn1	CLDN1_Cldn1
735	CLDN2	Cldn2	CLDN2_Cldn2
736	CLDN3	Cldn3	CLDN3_Cldn3
737	CLDN4	Cldn4	CLDN4_Cldn4
738	CLDN5	Cldn5	CLDN5_Cldn5
739	CLGN	Clgn	CLGN_Clgn
740	CLK1	Clk1	CLK1_Clk1
741	CLK2	Clk2	CLK2_Clk2
742	CLK4	Clk4	CLK4_Clk4
743	TPP1	Tpp1	TPP1_Tpp1
744	CLN3	Cln3	CLN3_Cln3
745	CLOCK	Clock	CLOCK_Clock
746	CLTA	Clta	CLTA_Clta
747	CLU	Clu	CLU_Clu
748	CMAS	Cmas	CMAS_Cmas
749	CXCR2	Cxcr2	CXCR2_Cxcr2
750	CXCR3	Cxcr3	CXCR3_Cxcr3
751	CXCR4	Cxcr4	CXCR4_Cxcr4
752	CCR1	Ccr1	CCR1_Ccr1
753	CCR9	Ccr9	CCR9_Ccr9
754	CCR3	Ccr3	CCR3_Ccr3
755	CCR2	Ccr2	CCR2_Ccr2
756	CCR4	Ccr4	CCR4_Ccr4
757	CCR5	Ccr5	CCR5_Ccr5
758	CCR7	Ccr7	CCR7_Ccr7
759	CCR8	Ccr8	CCR8_Ccr8
760	CCR10	Ccr10	CCR10_Ccr10
761	ACKR3	Ackr3	ACKR3_Ackr3
762	ABCC2	Abcc2	ABCC2_Abcc2
763	CNBP	Cnbp	CNBP_Cnbp
764	CNGA1	Cnga1	CNGA1_Cnga1
765	CNGA2	Cnga2	CNGA2_Cnga2
766	CNGA3	Cnga3	CNGA3_Cnga3
767	CNIH1	Cnih1	CNIH1_Cnih1
768	CNIH2	Cnih2	CNIH2_Cnih2
769	PLK3	Plk3	PLK3_Plk3
770	CAMP	Camp	CAMP_Camp
771	CNN1	Cnn1	CNN1_Cnn1
772	CNN2	Cnn2	CNN2_Cnn2
773	CNP	Cnp	CNP_Cnp
774	CNR1	Cnr1	CNR1_Cnr1
775	CNR2	Cnr2	CNR2_Cnr2
776	CNTF	Cntf	CNTF_Cntf
777	CNTFR	Cntfr	CNTFR_Cntfr
778	CNTN1	Cntn1	CNTN1_Cntn1
779	HPS3	Hps3	HPS3_Hps3
780	COBL	Cobl	COBL_Cobl
781	COCH	Coch	COCH_Coch
782	COIL	Coil	COIL_Coil
783	COL10A1	Col10a1	COL10A1_Col10a1
784	COL11A1	Col11a1	COL11A1_Col11a1
785	COL11A2	Col11a2	COL11A2_Col11a2
786	COL12A1	Col12a1	COL12A1_Col12a1
787	COL13A1	Col13a1	COL13A1_Col13a1
788	COL14A1	Col14a1	COL14A1_Col14a1
789	COL15A1	Col15a1	COL15A1_Col15a1
790	COL17A1	Col17a1	COL17A1_Col17a1
791	COL18A1	Col18a1	COL18A1_Col18a1
792	COL19A1	Col19a1	COL19A1_Col19a1
793	COL2A1	Col2a1	COL2A1_Col2a1
794	COL3A1	Col3a1	COL3A1_Col3a1
795	COL4A1	Col4a1	COL4A1_Col4a1
796	COL4A2	Col4a2	COL4A2_Col4a2
797	COL4A3	Col4a3	COL4A3_Col4a3
798	COL4A4	Col4a4	COL4A4_Col4a4
799	COL4A5	Col4a5	COL4A5_Col4a5
800	COL5A1	Col5a1	COL5A1_Col5a1
801	COL5A2	Col5a2	COL5A2_Col5a2
802	COL6A1	Col6a1	COL6A1_Col6a1
803	COL6A2	Col6a2	COL6A2_Col6a2
804	COL6A3	Col6a3	COL6A3_Col6a3
805	COL7A1	Col7a1	COL7A1_Col7a1
806	COL8A1	Col8a1	COL8A1_Col8a1
807	COL9A1	Col9a1	COL9A1_Col9a1
808	COL9A2	Col9a2	COL9A2_Col9a2
809	COL9A3	Col9a3	COL9A3_Col9a3
810	COL1A1	Col1a1	COL1A1_Col1a1
811	COL1A2	Col1a2	COL1A2_Col1a2
812	COMP	Comp	COMP_Comp
813	COMT	Comt	COMT_Comt
814	COPA	Copa	COPA_Copa
815	COPS2	Cops2	COPS2_Cops2
816	COQ7	Coq7	COQ7_Coq7
817	CORT	Cort	CORT_Cort
818	COX17	Cox17	COX17_Cox17
819	COX4I1	Cox4i1	COX4I1_Cox4i1
820	COX5A	Cox5a	COX5A_Cox5a
821	COX5B	Cox5b	COX5B_Cox5b
822	COX6A1	Cox6a1	COX6A1_Cox6a1
823	COX6A2	Cox6a2	COX6A2_Cox6a2
824	COX6C	Cox6c	COX6C_Cox6c
825	COX7A1	Cox7a1	COX7A1_Cox7a1
826	COX7A2	Cox7a2	COX7A2_Cox7a2
827	COX7C	Cox7c	COX7C_Cox7c
828	COX8A	Cox8a	COX8A_Cox8a
829	CP	Cp	CP_Cp
830	CPA3	Cpa3	CPA3_Cpa3
831	CPD	Cpd	CPD_Cpd
832	CPE	Cpe	CPE_Cpe
833	CPEB1	Cpeb1	CPEB1_Cpeb1
834	CYS1	Cys1	CYS1_Cys1
835	CPLX1	Cplx1	CPLX1_Cplx1
836	CPLX2	Cplx2	CPLX2_Cplx2
837	CPNE6	Cpne6	CPNE6_Cpne6
838	CPOX	Cpox	CPOX_Cpox
839	CPT1A	Cpt1a	CPT1A_Cpt1a
840	CPT1B	Cpt1b	CPT1B_Cpt1b
841	CPT2	Cpt2	CPT2_Cpt2
842	CR2	Cr2	CR2_Cr2
843	CRABP1	Crabp1	CRABP1_Crabp1
844	CRABP2	Crabp2	CRABP2_Crabp2
845	CRADD	Cradd	CRADD_Cradd
846	CRAT	Crat	CRAT_Crat
847	CRCP	Crcp	CRCP_Crcp
848	CREB1	Creb1	CREB1_Creb1
849	CREB3	Creb3	CREB3_Creb3
850	CREBBP	Crebbp	CREBBP_Crebbp
851	ATF6B	Atf6b	ATF6B_Atf6b
852	CREM	Crem	CREM_Crem
853	CRH	Crh	CRH_Crh
854	CRHBP	Crhbp	CRHBP_Crhbp
855	CRHR1	Crhr1	CRHR1_Crhr1
856	CRHR2	Crhr2	CRHR2_Crhr2
857	CRIP1	Crip1	CRIP1_Crip1
858	BCAR1	Bcar1	BCAR1_Bcar1
859	CRK	Crk	CRK_Crk
860	CRKL	Crkl	CRKL_Crkl
861	CRLF1	Crlf1	CRLF1_Crlf1
862	CRMP1	Crmp1	CRMP1_Crmp1
863	DPYSL2	Dpysl2	DPYSL2_Dpysl2
864	PCDHA6	Pcdha6	PCDHA6_Pcdha6
865	PCDHA7	Pcdha7	PCDHA7_Pcdha7
866	PCDHA5	Pcdha5	PCDHA5_Pcdha5
867	PCDHA11	Pcdha11	PCDHA11_Pcdha11
868	CRP	Crp	CRP_Crp
869	DMBT1	Dmbt1	DMBT1_Dmbt1
870	CR1L	Cr1l	CR1L_Cr1l
871	HAPLN1	Hapln1	HAPLN1_Hapln1
872	CRX	Crx	CRX_Crx
873	CRY1	Cry1	CRY1_Cry1
874	CRY2	Cry2	CRY2_Cry2
875	CRYAA	Cryaa	CRYAA_Cryaa
876	CRYAB	Cryab	CRYAB_Cryab
877	CRYBA1	Cryba1	CRYBA1_Cryba1
878	CRYBA2	Cryba2	CRYBA2_Cryba2
879	CRYBA4	Cryba4	CRYBA4_Cryba4
880	CRYBB1	Crybb1	CRYBB1_Crybb1
881	CRYBB2	Crybb2	CRYBB2_Crybb2
882	CRYBB3	Crybb3	CRYBB3_Crybb3
883	CRYGA	Cryga	CRYGA_Cryga
884	CRYGB	Crygb	CRYGB_Crygb
885	CRYGC	Crygc	CRYGC_Crygc
886	CRYGD	Crygd	CRYGD_Crygd
887	CRYGS	Crygs	CRYGS_Crygs
888	CRYM	Crym	CRYM_Crym
889	CRYZ	Cryz	CRYZ_Cryz
890	CS	Cs	CS_Cs
891	CSF1	Csf1	CSF1_Csf1
892	CSF1R	Csf1r	CSF1R_Csf1r
893	CSF2	Csf2	CSF2_Csf2
894	CSF2RA	Csf2ra	CSF2RA_Csf2ra
895	CSF2RB	Csf2rb2	CSF2RB_Csf2rb2
896	CSF3	Csf3	CSF3_Csf3
897	CSF3R	Csf3r	CSF3R_Csf3r
898	CSK	Csk	CSK_Csk
899	CSN1S1	Csn1s1	CSN1S1_Csn1s1
900	CSN2	Csn2	CSN2_Csn2
901	CSN3	Csn3	CSN3_Csn3
902	CSNK2A1	Csnk2a1	CSNK2A1_Csnk2a1
903	CSNK2A2	Csnk2a2	CSNK2A2_Csnk2a2
904	CSNK2B	Csnk2b	CSNK2B_Csnk2b
905	DNAJC5	Dnajc5	DNAJC5_Dnajc5
906	VCAN	Vcan	VCAN_Vcan
907	NCAN	Ncan	NCAN_Ncan
908	SMC3	Smc3	SMC3_Smc3
909	CSRP1	Csrp1	CSRP1_Csrp1
910	CSRP2	Csrp2	CSRP2_Csrp2
911	CSRP3	Csrp3	CSRP3_Csrp3
912	CST3	Cst3	CST3_Cst3
913	CST7	Cst7	CST7_Cst7
914	CST8	Cst8	CST8_Cst8
915	CST9L	Cst9	CST9L_Cst9
916	CSTB	Cstb	CSTB_Cstb
917	CTBP1	Ctbp1	CTBP1_Ctbp1
918	CTBP2	Ctbp2	CTBP2_Ctbp2
919	CTCF	Ctcf	CTCF_Ctcf
920	CTF1	Ctf1	CTF1_Ctf1
921	PCYT1A	Pcyt1a	PCYT1A_Pcyt1a
922	CTSB	Ctsb	CTSB_Ctsb
923	CTSC	Ctsc	CTSC_Ctsc
924	CTSD	Ctsd	CTSD_Ctsd
925	CTSE	Ctse	CTSE_Ctse
926	CTSG	Ctsg	CTSG_Ctsg
927	CTSH	Ctsh	CTSH_Ctsh
928	CTSK	Ctsk	CTSK_Ctsk
929	CTSV	Ctsl	CTSV_Ctsl
930	CTSS	Ctss	CTSS_Ctss
931	CTSW	Ctsw	CTSW_Ctsw
932	CTTN	Cttn	CTTN_Cttn
933	CELF1	Celf1	CELF1_Celf1
934	CUX1	Cux1	CUX1_Cux1
935	CUX2	Cux2	CUX2_Cux2
936	CX3CR1	Cx3cr1	CX3CR1_Cx3cr1
937	CXADR	Cxadr	CXADR_Cxadr
938	CYB561	Cyb561	CYB561_Cyb561
939	CYBA	Cyba	CYBA_Cyba
940	CYBB	Cybb	CYBB_Cybb
941	CYP11A1	Cyp11a1	CYP11A1_Cyp11a1
942	CYP17A1	Cyp17a1	CYP17A1_Cyp17a1
943	CYP19A1	Cyp19a1	CYP19A1_Cyp19a1
944	CYP1A1	Cyp1a1	CYP1A1_Cyp1a1
945	CYP1A2	Cyp1a2	CYP1A2_Cyp1a2
946	CYP1B1	Cyp1b1	CYP1B1_Cyp1b1
947	CYP21A2	Cyp21a1	CYP21A2_Cyp21a1
948	CYP24A1	Cyp24a1	CYP24A1_Cyp24a1
949	CYP26A1	Cyp26a1	CYP26A1_Cyp26a1
950	CYP2B6	Cyp2b19	CYP2B6_Cyp2b19
951	CYP2E1	Cyp2e1	CYP2E1_Cyp2e1
952	CYP2F1	Cyp2f2	CYP2F1_Cyp2f2
953	CYP2J2	Cyp2j6	CYP2J2_Cyp2j6
954	CYP3A5	Cyp3a11	CYP3A5_Cyp3a11
955	CYP3A4	Cyp3a13	CYP3A4_Cyp3a13
956	CYP27B1	Cyp27b1	CYP27B1_Cyp27b1
957	CYP46A1	Cyp46a1	CYP46A1_Cyp46a1
958	CYP4A11	Cyp4a10	CYP4A11_Cyp4a10
959	CYP4B1	Cyp4b1	CYP4B1_Cyp4b1
960	CYP51A1	Cyp51	CYP51A1_Cyp51
961	CYP7A1	Cyp7a1	CYP7A1_Cyp7a1
962	CYP7B1	Cyp7b1	CYP7B1_Cyp7b1
963	CYP8B1	Cyp8b1	CYP8B1_Cyp8b1
964	DAB1	Dab1	DAB1_Dab1
965	DAB2	Dab2	DAB2_Dab2
966	DACH1	Dach1	DACH1_Dach1
967	DAD1	Dad1	DAD1_Dad1
968	DAG1	Dag1	DAG1_Dag1
969	DGKA	Dgka	DGKA_Dgka
970	DAO	Dao	DAO_Dao
971	DAPK2	Dapk2	DAPK2_Dapk2
972	DAPK3	Dapk3	DAPK3_Dapk3
973	SLC6A3	Slc6a3	SLC6A3_Slc6a3
974	DAXX	Daxx	DAXX_Daxx
975	DAZL	Dazl	DAZL_Dazl
976	DBH	Dbh	DBH_Dbh
977	DBI	Dbi	DBI_Dbi
978	DBNL	Dbnl	DBNL_Dbnl
979	DBP	Dbp	DBP_Dbp
980	DBT	Dbt	DBT_Dbt
981	DBX1	Dbx1	DBX1_Dbx1
982	DCLK1	Dclk1	DCLK1_Dclk1
983	DCC	Dcc	DCC_Dcc
984	ECI1	Eci1	ECI1_Eci1
985	DCK	Dck	DCK_Dck
986	DCN	Dcn	DCN_Dcn
987	PCBD1	Pcbd1	PCBD1_Pcbd1
988	VPS26C	Vps26c	VPS26C_Vps26c
989	DCT	Dct	DCT_Dct
990	DCTN1	Dctn1	DCTN1_Dctn1
991	DCX	Dcx	DCX_Dcx
992	DDB1	Ddb1	DDB1_Ddb1
993	DDC	Ddc	DDC_Ddc
994	ASAP1	Asap1	ASAP1_Asap1
995	GADD45A	Gadd45a	GADD45A_Gadd45a
996	DDIT3	Ddit3	DDIT3_Ddit3
997	DDN	Ddn	DDN_Ddn
998	DDOST	Ddost	DDOST_Ddost
999	DDT	Ddt	DDT_Ddt
1000	DHX15	Dhx15	DHX15_Dhx15
1001	DDX3X	Ddx3x	DDX3X_Ddx3x
1002	DDX4	Ddx4	DDX4_Ddx4
1003	DDX5	Ddx5	DDX5_Ddx5
1004	DDX6	Ddx6	DDX6_Ddx6
1005	DHX9	Dhx9	DHX9_Dhx9
1006	DEFB1	Defb1	DEFB1_Defb1
1007	DEGS1	Degs1	DEGS1_Degs1
1008	SLC29A2	Slc29a2	SLC29A2_Slc29a2
1009	TWIST2	Twist2	TWIST2_Twist2
1010	DES	Des	DES_Des
1011	DFFA	Dffa	DFFA_Dffa
1012	ACKR1	Ackr1	ACKR1_Ackr1
1013	DGAT1	Dgat1	DGAT1_Dgat1
1014	DGCR6L	Dgcr6	DGCR6L_Dgcr6
1015	DGCR2	Dgcr2	DGCR2_Dgcr2
1016	SLC25A1	Slc25a1	SLC25A1_Slc25a1
1017	DHCR7	Dhcr7	DHCR7_Dhcr7
1018	DHFR	Dhfr	DHFR_Dhfr
1019	DHH	Dhh	DHH_Dhh
1020	DIAPH1	Diaph1	DIAPH1_Diaph1
1021	DFFB	Dffb	DFFB_Dffb
1022	DIO1	Dio1	DIO1_Dio1
1023	DIO2	Dio2	DIO2_Dio2
1024	DKK1	Dkk1	DKK1_Dkk1
1025	DLD	Dld	DLD_Dld
1026	DLG1	Dlg1	DLG1_Dlg1
1027	MPP3	Mpp3	MPP3_Mpp3
1028	DLG4	Dlg4	DLG4_Dlg4
1029	DLK1	Dlk1	DLK1_Dlk1
1030	DLL1	Dll1	DLL1_Dll1
1031	DLL3	Dll3	DLL3_Dll3
1032	DLX1	Dlx1	DLX1_Dlx1
1033	DLX2	Dlx2	DLX2_Dlx2
1034	DLX3	Dlx3	DLX3_Dlx3
1035	DLX4	Dlx4	DLX4_Dlx4
1036	DLX5	Dlx5	DLX5_Dlx5
1037	DLX6	Dlx6	DLX6_Dlx6
1038	DMPK	Dmpk	DMPK_Dmpk
1039	DMWD	Dmwd	DMWD_Dmwd
1040	DMC1	Dmc1	DMC1_Dmc1
1041	DMD	Dmd	DMD_Dmd
1042	DMP1	Dmp1	DMP1_Dmp1
1043	TMC1	Tmc1	TMC1_Tmc1
1044	DNAH11	Dnah11	DNAH11_Dnah11
1045	DNAH8	Dnah8	DNAH8_Dnah8
1046	DNAJC1	Dnajc1	DNAJC1_Dnajc1
1047	DNASE1	Dnase1	DNASE1_Dnase1
1048	DNASE1L3	Dnase1l3	DNASE1L3_Dnase1l3
1049	DNASE2	Dnase2a	DNASE2_Dnase2a
1050	DYNC1H1	Dync1h1	DYNC1H1_Dync1h1
1051	DYNC1I1	Dync1i1	DYNC1I1_Dync1i1
1052	DYNC1I2	Dync1i2	DYNC1I2_Dync1i2
1053	DNM1	Dnm1	DNM1_Dnm1
1054	DNM2	Dnm2	DNM2_Dnm2
1055	DNMT1	Dnmt1	DNMT1_Dnmt1
1056	TRDMT1	Trdmt1	TRDMT1_Trdmt1
1057	DNMT3A	Dnmt3a	DNMT3A_Dnmt3a
1058	DNMT3B	Dnmt3b	DNMT3B_Dnmt3b
1059	DNPEP	Dnpep	DNPEP_Dnpep
1060	CDK2AP1	Cdk2ap1	CDK2AP1_Cdk2ap1
1061	DOC2A	Doc2a	DOC2A_Doc2a
1062	DOC2B	Doc2b	DOC2B_Doc2b
1063	DOK1	Dok1	DOK1_Dok1
1064	DOK2	Dok2	DOK2_Dok2
1065	REEP5	Reep5	REEP5_Reep5
1066	DPAGT1	Dpagt1	DPAGT1_Dpagt1
1067	DPEP1	Dpep1	DPEP1_Dpep1
1068	DPM1	Dpm1	DPM1_Dpm1
1069	DPM2	Dpm2	DPM2_Dpm2
1070	DPP4	Dpp4	DPP4_Dpp4
1071	DPP6	Dpp6	DPP6_Dpp6
1072	DR1	Dr1	DR1_Dr1
1073	SLC26A3	Slc26a3	SLC26A3_Slc26a3
1074	DRD1	Drd1	DRD1_Drd1
1075	DRD2	Drd2	DRD2_Drd2
1076	DRD3	Drd3	DRD3_Drd3
1077	DRD4	Drd4	DRD4_Drd4
1078	DRD5	Drd5	DRD5_Drd5
1079	DRG1	Drg1	DRG1_Drg1
1080	DRG2	Drg2	DRG2_Drg2
1081	ARID3A	Arid3a	ARID3A_Arid3a
1082	DRP2	Drp2	DRP2_Drp2
1083	ATN1	Atn1	ATN1_Atn1
1084	DSC1	Dsc1	DSC1_Dsc1
1085	DSC2	Dsc2	DSC2_Dsc2
1086	DSC3	Dsc3	DSC3_Dsc3
1087	DSCAM	Dscam	DSCAM_Dscam
1088	DSG2	Dsg2	DSG2_Dsg2
1089	DSG3	Dsg3	DSG3_Dsg3
1090	EPYC	Epyc	EPYC_Epyc
1091	DST	Dst	DST_Dst
1092	SLC26A2	Slc26a2	SLC26A2_Slc26a2
1093	ADAM28	Adam28	ADAM28_Adam28
1094	ADAM18	Adam18	ADAM18_Adam18
1095	DTNA	Dtna	DTNA_Dtna
1096	DTNB	Dtnb	DTNB_Dtnb
1097	DUSP2	Dusp2	DUSP2_Dusp2
1098	DVL1	Dvl1	DVL1_Dvl1
1099	DVL2	Dvl2	DVL2_Dvl2
1100	DVL3	Dvl3	DVL3_Dvl3
1101	DYRK1A	Dyrk1a	DYRK1A_Dyrk1a
1102	DYRK1B	Dyrk1b	DYRK1B_Dyrk1b
1103	E2F1	E2f1	E2F1_E2f1
1104	E2F3	E2f3	E2F3_E2f3
1105	E2F5	E2f5	E2F5_E2f5
1106	E4F1	E4f1	E4F1_E4f1
1107	MAPRE1	Mapre1	MAPRE1_Mapre1
1108	LEFTY1	Lefty1	LEFTY1_Lefty1
1109	EBF1	Ebf1	EBF1_Ebf1
1110	EBF2	Ebf2	EBF2_Ebf2
1111	EBF3	Ebf3	EBF3_Ebf3
1112	EBP	Ebp	EBP_Ebp
1113	ECEL1	Ecel1	ECEL1_Ecel1
1114	ECM1	Ecm1	ECM1_Ecm1
1115	SPARCL1	Sparcl1	SPARCL1_Sparcl1
1116	OPN3	Opn3	OPN3_Opn3
1117	ECT2	Ect2	ECT2_Ect2
1118	EDA	Eda	EDA_Eda
1119	EDAR	Edar	EDAR_Edar
1120	S1PR1	S1pr1	S1PR1_S1pr1
1121	S1PR3	S1pr3	S1PR3_S1pr3
1122	S1PR4	S1pr4	S1PR4_S1pr4
1123	EDIL3	Edil3	EDIL3_Edil3
1124	EDN1	Edn1	EDN1_Edn1
1125	EDN2	Edn2	EDN2_Edn2
1126	EDN3	Edn3	EDN3_Edn3
1127	EDNRA	Ednra	EDNRA_Ednra
1128	EDNRB	Ednrb	EDNRB_Ednrb
1129	PHC1	Phc1	PHC1_Phc1
1130	EED	Eed	EED_Eed
1131	EEF1A1	Eef1a1	EEF1A1_Eef1a1
1132	EEF1A2	Eef1a2	EEF1A2_Eef1a2
1133	EEF2	Eef2	EEF2_Eef2
