Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain
SRR4040389,12 weeks,RNA-Seq,64,27189056,PRJNA339170,SAMN05582239,14272903,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031500,GSM2282338,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282338,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040390,12 weeks,RNA-Seq,64,40293952,PRJNA339170,SAMN05582238,21151008,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031501,GSM2282339,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282339,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040391,12 weeks,RNA-Seq,64,30935744,PRJNA339170,SAMN05582237,16327619,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031502,GSM2282340,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282340,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040392,12 weeks,RNA-Seq,64,7624384,PRJNA339170,SAMN05582236,4070255,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031503,GSM2282341,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282341,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040393,12 weeks,RNA-Seq,64,45704768,PRJNA339170,SAMN05582235,23891100,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031504,GSM2282342,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282342,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040394,12 weeks,RNA-Seq,64,4141440,PRJNA339170,SAMN05582234,2248881,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031505,GSM2282343,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282343,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040395,12 weeks,RNA-Seq,64,27204032,PRJNA339170,SAMN05582233,14408616,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031506,GSM2282344,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282344,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040396,12 weeks,RNA-Seq,64,50279168,PRJNA339170,SAMN05582232,26332487,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031507,GSM2282345,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282345,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040397,12 weeks,RNA-Seq,64,21403328,PRJNA339170,SAMN05582231,11620365,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031508,GSM2282346,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282346,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040398,12 weeks,RNA-Seq,64,38937792,PRJNA339170,SAMN05582230,20459003,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031509,GSM2282347,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282347,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040399,12 weeks,RNA-Seq,64,43566848,PRJNA339170,SAMN05582229,22847429,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031510,GSM2282348,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282348,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040400,12 weeks,RNA-Seq,64,35144576,PRJNA339170,SAMN05582228,18526602,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031511,GSM2282349,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282349,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040401,12 weeks,RNA-Seq,64,5904448,PRJNA339170,SAMN05582227,3566528,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031512,GSM2282350,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282350,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040402,12 weeks,RNA-Seq,64,30581248,PRJNA339170,SAMN05582254,16111789,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031513,GSM2282351,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282351,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040403,12 weeks,RNA-Seq,64,17968896,PRJNA339170,SAMN05582253,9502564,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031514,GSM2282352,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282352,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040404,12 weeks,RNA-Seq,64,38038144,PRJNA339170,SAMN05582252,19994912,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031515,GSM2282353,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282353,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040405,12 weeks,RNA-Seq,64,42191808,PRJNA339170,SAMN05582018,22069000,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031516,GSM2282354,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282354,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040406,12 weeks,RNA-Seq,64,26593856,PRJNA339170,SAMN05582017,13881734,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031517,GSM2282355,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282355,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040407,12 weeks,RNA-Seq,64,27273664,PRJNA339170,SAMN05582016,14839516,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031518,GSM2282356,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282356,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040408,12 weeks,RNA-Seq,64,34150464,PRJNA339170,SAMN05582015,18536242,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031519,GSM2282357,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282357,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040409,12 weeks,RNA-Seq,64,26649216,PRJNA339170,SAMN05582014,14432221,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031520,GSM2282358,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282358,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040410,12 weeks,RNA-Seq,64,36102720,PRJNA339170,SAMN05582013,19547621,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031521,GSM2282359,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282359,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040411,12 weeks,RNA-Seq,64,35605440,PRJNA339170,SAMN05582009,19372772,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031522,GSM2282360,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282360,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040412,12 weeks,RNA-Seq,64,23334848,PRJNA339170,SAMN05582012,12697387,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031523,GSM2282361,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282361,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040413,12 weeks,RNA-Seq,64,36921600,PRJNA339170,SAMN05582011,20011927,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031524,GSM2282362,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282362,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040414,12 weeks,RNA-Seq,64,20075328,PRJNA339170,SAMN05582010,10790799,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031525,GSM2282363,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282363,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040415,12 weeks,RNA-Seq,64,24978560,PRJNA339170,SAMN05582008,13535070,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031526,GSM2282364,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282364,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040416,12 weeks,RNA-Seq,64,40985536,PRJNA339170,SAMN05582007,22169013,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031527,GSM2282365,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282365,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040417,12 weeks,RNA-Seq,64,41859456,PRJNA339170,SAMN05582006,22613641,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031528,GSM2282366,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282366,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040418,12 weeks,RNA-Seq,64,29146688,PRJNA339170,SAMN05582005,15553197,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031529,GSM2282367,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282367,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040419,12 weeks,RNA-Seq,64,16177088,PRJNA339170,SAMN05582004,8885036,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031530,GSM2282368,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282368,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040420,12 weeks,RNA-Seq,64,35894464,PRJNA339170,SAMN05582003,18952049,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031531,GSM2282369,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282369,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040421,12 weeks,RNA-Seq,64,47433408,PRJNA339170,SAMN05582002,24969624,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031532,GSM2282370,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282370,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040422,12 weeks,RNA-Seq,64,39893376,PRJNA339170,SAMN05582001,21061445,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031533,GSM2282371,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282371,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040423,12 weeks,RNA-Seq,64,35249984,PRJNA339170,SAMN05582000,18732647,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031534,GSM2282372,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282372,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040424,12 weeks,RNA-Seq,64,34816192,PRJNA339170,SAMN05581999,18219589,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031535,GSM2282373,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282373,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040425,12 weeks,RNA-Seq,64,18095872,PRJNA339170,SAMN05581998,9628333,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031536,GSM2282374,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282374,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040426,12 weeks,RNA-Seq,64,15422272,PRJNA339170,SAMN05581997,8275798,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031537,GSM2282375,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282375,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040427,12 weeks,RNA-Seq,64,47220608,PRJNA339170,SAMN05581996,24789499,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031538,GSM2282376,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282376,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040428,12 weeks,RNA-Seq,64,23353024,PRJNA339170,SAMN05581995,12716331,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031539,GSM2282377,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282377,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040429,12 weeks,RNA-Seq,64,25057024,PRJNA339170,SAMN05581994,13672729,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031540,GSM2282378,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282378,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040430,12 weeks,RNA-Seq,64,36021312,PRJNA339170,SAMN05581993,18988481,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031541,GSM2282379,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282379,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040431,12 weeks,RNA-Seq,64,46577856,PRJNA339170,SAMN05581992,24422837,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031542,GSM2282380,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282380,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040432,12 weeks,RNA-Seq,64,29422592,PRJNA339170,SAMN05581991,15534809,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031543,GSM2282381,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282381,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040433,12 weeks,RNA-Seq,64,33387648,PRJNA339170,SAMN05581990,17596437,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031544,GSM2282382,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282382,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040434,12 weeks,RNA-Seq,64,28295488,PRJNA339170,SAMN05581989,14870177,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031545,GSM2282383,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282383,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040435,12 weeks,RNA-Seq,64,18495616,PRJNA339170,SAMN05582171,10182982,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031546,GSM2282384,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282384,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040436,12 weeks,RNA-Seq,64,18643904,PRJNA339170,SAMN05582170,10317151,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031547,GSM2282385,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282385,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040437,12 weeks,RNA-Seq,64,3351808,PRJNA339170,SAMN05582169,1835972,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031548,GSM2282386,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282386,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040438,12 weeks,RNA-Seq,64,43788736,PRJNA339170,SAMN05582168,22991517,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031549,GSM2282387,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282387,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040439,12 weeks,RNA-Seq,64,37129280,PRJNA339170,SAMN05582166,19475171,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031550,GSM2282388,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282388,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040440,12 weeks,RNA-Seq,64,57505280,PRJNA339170,SAMN05582165,30823804,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031551,GSM2282389,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282389,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040441,12 weeks,RNA-Seq,64,53429376,PRJNA339170,SAMN05582164,27873277,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031552,GSM2282390,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282390,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040442,12 weeks,RNA-Seq,64,36753408,PRJNA339170,SAMN05582167,19304785,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031553,GSM2282391,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282391,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040443,12 weeks,RNA-Seq,64,39139328,PRJNA339170,SAMN05582163,20574830,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031554,GSM2282392,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282392,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040444,12 weeks,RNA-Seq,64,37315200,PRJNA339170,SAMN05582162,19628256,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031555,GSM2282393,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282393,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040445,12 weeks,RNA-Seq,64,51402816,PRJNA339170,SAMN05582161,26893257,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031556,GSM2282394,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282394,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040446,12 weeks,RNA-Seq,64,20772288,PRJNA339170,SAMN05582160,11161815,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031557,GSM2282395,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282395,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040447,12 weeks,RNA-Seq,64,24172096,PRJNA339170,SAMN05582159,12942485,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031558,GSM2282396,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282396,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040448,12 weeks,RNA-Seq,64,18393280,PRJNA339170,SAMN05582158,9849207,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031559,GSM2282397,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282397,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040449,12 weeks,RNA-Seq,64,26121280,PRJNA339170,SAMN05582157,13922236,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031560,GSM2282398,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282398,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040450,12 weeks,RNA-Seq,64,20415360,PRJNA339170,SAMN05582156,10961265,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031561,GSM2282399,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282399,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040451,12 weeks,RNA-Seq,64,21533312,PRJNA339170,SAMN05582155,11532704,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031562,GSM2282400,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282400,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040452,12 weeks,RNA-Seq,64,26399168,PRJNA339170,SAMN05582154,14105643,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031563,GSM2282401,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282401,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040453,12 weeks,RNA-Seq,64,3164160,PRJNA339170,SAMN05582153,1934514,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031564,GSM2282402,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282402,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040454,12 weeks,RNA-Seq,64,24864064,PRJNA339170,SAMN05582152,13511264,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031565,GSM2282403,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282403,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040455,12 weeks,RNA-Seq,64,25675776,PRJNA339170,SAMN05582151,13852624,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031566,GSM2282404,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282404,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040456,12 weeks,RNA-Seq,64,5350912,PRJNA339170,SAMN05582150,3143103,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031567,GSM2282405,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282405,Mouse Hippocampus region,SRP082327,C57BL/6
