"","sample_name","title","source_name","organism","donor_id","donor_sex","donor_genotype","injection_type","injection_target","injected_material","dissected_region","dissected_layer","facs_gating","facs_date","rna_amplification_set","sequencing_tube","sequencing_batch","sequencing_qc_pass_fail","cell_class","cell_subclass","cell_cluster","molecule","SRA_Run","GEO_Sample","GEO_Sample_Title","iegsum_activity","tPC1_score","scaled.tPC1_score","scaled.iegsum_activity","Fos","Arc","Npas4","Dusp1","Fosb","Nr4a1","Igf1","Gpd1"
"81","F2S4_151223_015_A01","F2S4_151223_015_A01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Vip","Vip Crispld2 Htr2c","polyA RNA","SRR7334252","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",126.518133770619,49.1000944644556,1.67656829343228,1.13353371557201,-1.11469236483278,-0.320633569434866,2.47372406294226,0.60737095824845,-0.444875322622506,-0.758551398604891,1.44912780533622,1.16527048392486
"82","F2S4_151223_015_B01","F2S4_151223_015_B01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Lsp1","polyA RNA","SRR7334263","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",104.048359952736,-7.75694948595904,0.351118153282706,0.377687897911939,0.331500137266653,-0.320633569434866,-0.373510623367559,0.77881449789097,-0.444875322622506,1.24060469516813,0.696587819271644,-0.775497946516473
"83","F2S4_151223_015_C01","F2S4_151223_015_C01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Plch2 Dock5","polyA RNA","SRR7334274","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",78.2480004918022,15.6889198883629,0.677080965634615,-0.490193281076716,0.245699841754924,-0.320633569434866,2.73311767844458,-1.21288044395544,-0.444875322622506,-0.458768727379159,0.0461923598624947,-0.775497946516473
"84","F2S4_151223_015_D01","F2S4_151223_015_D01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Vip","Vip Igfbp4 Mab21l1","polyA RNA","SRR7334285","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",80.0242495614182,48.7986397984907,1.54757733285995,-0.430443216778191,0.697303689115597,-0.320633569434866,0.223013135585752,-1.21288044395544,-0.444875322622506,-0.758551398604891,1.18756488763069,1.32357002615064
"85","F2S4_151223_015_E01","F2S4_151223_015_E01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Ntn1 Npy2r","polyA RNA","SRR7334296","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",129.071750556031,19.7645775153175,1.20189237091446,1.21943313684807,0.944179106388427,-0.320633569434866,-0.373510623367559,0.262038492934455,-0.444875322622506,2.01929392702834,0.58479007611728,-0.775497946516473
"86","F2S4_151223_015_F01","F2S4_151223_015_F01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Ntn1 Npy2r","polyA RNA","SRR7334308","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",101.116382232853,14.282391387032,0.949567782804725,0.279061044121248,0.925924694503784,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,0.313402459163803,0.739025550088082,-0.775497946516473
"87","F2S4_151223_015_G01","F2S4_151223_015_G01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Vip","Vip Pygm C1ql1","polyA RNA","SRR7334319","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",83.4612290351189,39.9918153864362,1.52320101346297,-0.314828943949481,-1.11469236483278,-0.320633569434866,4.01887946005128,-1.21288044395544,-0.444875322622506,1.30975299997791,1.22269729233763,0.979585526576509
"88","F2S4_151223_015_H01","F2S4_151223_015_H01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Ntn1 Npy2r","polyA RNA","SRR7334330","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",98.270394564326,-4.32989383820627,0.775492596659055,0.183326752632481,0.678680294639429,-0.320633569434866,-0.373510623367559,0.257962738874859,-0.444875322622506,1.3906662619763,0.723973119852334,-0.775497946516473
"89","F2S4_151223_016_A01","F2S4_151223_016_A01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Vip","Vip Crispld2 Htr2c","polyA RNA","SRR7334341","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",117.167256136041,44.9695317557708,1.40850249096638,0.81898574509258,0.927459846464004,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,1.54297749698222,1.35696467827494,1.71878358573498
"90","F2S4_151223_016_B01","F2S4_151223_016_B01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Plch2 Dock5","polyA RNA","SRR7334352","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",101.037073806928,16.3152616586438,0.680752124546063,0.276393240585421,-1.11469236483278,-0.320633569434866,-0.373510623367559,1.0536681652494,1.15350475751728,0.484481637536899,0.554076497982321,-0.775497946516473
"91","F2S4_151223_016_C01","F2S4_151223_016_C01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Lsp1","polyA RNA","SRR7334363","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",76.2245609748145,4.70908419132041,0.542055783179356,-0.558258420877369,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.816186146332211,-0.444875322622506,-0.758551398604891,0.556500594427326,-0.775497946516473
"92","F2S4_151223_016_D01","F2S4_151223_016_D01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Vip","Vip Igfbp4 Mab21l1","polyA RNA","SRR7334374","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",85.9974612712613,30.0785046526373,1.2350558783763,-0.229514309995436,-1.11469236483278,-0.320633569434866,1.36095618665915,-1.21288044395544,-0.444875322622506,0.677805727132843,1.17293478694955,1.11142912273616
"93","F2S4_151223_016_E01","F2S4_151223_016_E01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Vip","Vip Col15a1 Pde1a","polyA RNA","SRR7334385","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",94.4833403789675,33.5774302342801,1.38932882494264,0.0559365487766186,0.384480587765277,-0.320633569434866,-0.373510623367559,-1.21288044395544,2.98904764194596,1.30474731389992,1.41704653421005,-0.775497946516473
"94","F2S4_151223_016_F01","F2S4_151223_016_F01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Ntn1 Npy2r","polyA RNA","SRR7334396","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",68.6381146062252,28.7244837083931,1.08136699775164,-0.813453858315947,1.03970338171491,-0.320633569434866,-0.373510623367559,0.11776657094759,-0.444875322622506,-0.758551398604891,0.913695743765069,-0.775497946516473
"95","F2S4_151223_016_G01","F2S4_151223_016_G01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Lsp1","polyA RNA","SRR7334407","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",85.4814175142943,2.24837802311084,0.628446388106477,-0.246873163653443,0.473919021990117,-0.320633569434866,-0.373510623367559,-0.575080947252079,0.588780161766112,-0.758551398604891,0.0737160319795125,-0.775497946516473
"96","F2S4_151223_016_H01","F2S4_151223_016_H01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","12/23/2015","A8S4_160107_01","LS-14690","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Lsp1","polyA RNA","SRR7334419","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",85.1217166227417,-4.4134797091056,0.559313999220231,-0.258972903361203,-1.11469236483278,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,1.2925461914312,0.270551590775042,-0.775497946516473
"122","F2S4_151217_012_B01","F2S4_151217_012_B01","Primary Visual Cortex (VISp)","Mus musculus","222454","M","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","12/17/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Pvalb","Pvalb Gabrg1","polyA RNA","SRR7335758","GSM3189964","VISp_Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",79.3036574763752,3.31010235588295,-0.543381995001317,-0.454682735971094,0.646807966006197,-0.320633569434866,-0.373510623367559,0.6934517101005,-0.444875322622506,-0.480377232826062,0.381278769047056,-0.775497946516473
"129","F2S4_151223_001_A01","F2S4_151223_001_A01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7334430","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",53.1193340147409,43.4845526980617,1.60784708340119,-1.33547982530286,-0.800465085055601,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,1.12063920025882,2.08313011931603
"130","F2S4_151223_001_B01","F2S4_151223_001_B01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Vip","Vip Crispld2 Kcne4","polyA RNA","SRR7334441","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",119.562690143823,36.9488938834704,1.3676607798521,0.899564160831755,0.617606266109996,-0.320633569434866,1.41072084094574,-1.21288044395544,1.24697794019411,-0.758551398604891,1.29307394522126,0.802097150643965
"131","F2S4_151223_001_C01","F2S4_151223_001_C01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Vip","Vip Rspo4 Rxfp1 Chat","polyA RNA","SRR7334452","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",69.3927139337296,30.2038702652229,1.42977891152168,-0.788070392050285,-1.11469236483278,-0.320633569434866,0.253321870558028,-1.21288044395544,-0.444875322622506,-0.758551398604891,1.36825370700557,1.60283525964922
"132","F2S4_151223_001_D01","F2S4_151223_001_D01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Ntn1 Npy2r","polyA RNA","SRR7334463","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",136.533070610016,11.0012382168807,1.2070712951391,1.47041953318371,0.821689806833685,2.56338849980429,-0.373510623367559,-1.21288044395544,2.05191827303609,1.01309153032376,0.593497077745922,1.0675229061375
"133","F2S4_151223_001_E01","F2S4_151223_001_E01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Fam19a1 Tmem182","polyA RNA","SRR7334474","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",79.6037631591406,9.06530182540439,0.962714013687191,-0.444587679963288,0.412165727441175,-0.320633569434866,-0.373510623367559,-0.00978356985753407,-0.444875322622506,0.421395935442797,0.788479852764346,0.871896961141536
"134","F2S4_151223_001_F01","F2S4_151223_001_F01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Lsp1","polyA RNA","SRR7334485","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",75.6460625769391,-3.03046733948087,0.512685609009829,-0.577718144775842,-1.11469236483278,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,0.712639632716629,0.474539469313933,0.924112981297684
"135","F2S4_151223_001_G01","F2S4_151223_001_G01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Fam19a1 Pax6","polyA RNA","SRR7334496","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",124.717341762151,2.10285651316365,1.10456144938051,1.07295806763233,0.984979807780498,3.52313674011696,-0.373510623367559,-1.21288044395544,1.41040700516535,0.571561522388376,0.536430850324856,1.60267711439189
"136","F2S4_151223_001_H01","F2S4_151223_001_H01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Lamp5","Lamp5 Lsp1","polyA RNA","SRR7334507","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",84.4652014326424,-25.9898315588962,0.188281647023223,-0.281056982386152,0.31745618171039,-0.320633569434866,-0.373510623367559,-0.0789560559455665,-0.444875322622506,0.511864989568092,0.756520395052821,-0.234163552547378
"137","F2S4_151223_009_A01","F2S4_151223_009_A01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Sst","Sst Chrna2 Ptgdr","polyA RNA","SRR7334518","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",81.3467434768936,-6.19963455219885,-0.567678957879465,-0.385956721142111,-1.11469236483278,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,-0.527949029080963,-0.775497946516473
"139","F2S4_151223_009_C01","F2S4_151223_009_C01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Pvalb","Pvalb Reln Tac1","polyA RNA","SRR7334532","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",84.4696587835771,-6.67900922378129,-0.909272385506281,-0.280907044514538,-1.11469236483278,-0.320633569434866,3.62876910863382,-0.0110124080891242,-0.444875322622506,-0.758551398604891,-1.70586161731121,-0.775497946516473
"140","F2S4_151223_009_D01","F2S4_151223_009_D01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Pvalb","Pvalb Gabrg1","polyA RNA","SRR7334533","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",86.2100721052355,-3.71980895271276,-0.552443099344138,-0.222362435172351,0.568456672661482,-0.320633569434866,0.890859948666689,0.218217705697813,0.0334167046376866,-0.758551398604891,-0.0328766513302023,-0.163753589885025
"141","F2S4_151223_009_E01","F2S4_151223_009_E01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7334534","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",144.433892459427,-16.0319260322116,-0.929195655937631,1.73619003890203,1.60246481349122,-0.320633569434866,-0.373510623367559,-0.0783158030668168,3.86525855669046,1.15600726390633,-1.70586161731121,-0.775497946516473
"142","F2S4_151223_009_F01","F2S4_151223_009_F01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Pvalb","Pvalb Reln Tac1","polyA RNA","SRR7334535","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",101.50018181597,-4.01350602471874,-0.964292778653992,0.291971423730317,0.7765817433573,-0.320633569434866,-0.373510623367559,0.297319331540246,-0.444875322622506,-0.758551398604891,-1.70586161731121,-0.775497946516473
"143","F2S4_151223_009_G01","F2S4_151223_009_G01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Sst","Sst Chrna2 Ptgdr","polyA RNA","SRR7334536","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",59.691870842943,2.49791875148788,-0.401547020280721,-1.11439061838527,-1.11469236483278,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,-1.4891010636348,-0.775497946516473
"144","F2S4_151223_009_H01","F2S4_151223_009_H01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Vip","Vip Arhgap36 Hmcn1","polyA RNA","SRR7334537","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",84.5345022195835,1.95928796101034,1.29333808781025,-0.278725819180213,0.0634484403918346,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,0.317280760041297,1.12539919276122,1.50854281753881
"145","F2S4_151223_010_A01","F2S4_151223_010_A01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Pvalb","Pvalb Calb1 Sst","polyA RNA","SRR7334538","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",58.0103439294661,-13.8325822835603,-0.980206678540081,-1.17095438690095,-0.312575419710294,-0.320633569434866,-0.373510623367559,-1.21288044395544,1.85989605952155,-0.758551398604891,-1.02844765874172,-0.775497946516473
"146","F2S4_151223_010_B01","F2S4_151223_010_B01","Primary Visual Cortex (VISp)","Mus musculus","223184","M","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","12/23/2015","A8S4_160107_02","LS-14692","R8S4-160203","Pass","GABAergic","Pvalb","Pvalb Reln Tac1","polyA RNA","SRR7334539","GSM3189961","VISp_Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",73.1841794517571,-20.4689781583046,-1.15208035072159,-0.660531798300728,0.283883264351067,-0.320633569434866,-0.373510623367559,-0.56042448408898,-0.444875322622506,-0.758551398604891,-1.70586161731121,-0.775497946516473
