Accession,Title,Cellgroup,ArcStatus,FosStatus,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3308991,X160619_34,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476426,SRX4476426,Fred H Gage,27-Jul-18
GSM3308992,X160619_35,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476427,SRX4476427,Fred H Gage,27-Jul-18
GSM3308993,X160619_36,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476428,SRX4476428,Fred H Gage,27-Jul-18
GSM3308994,X160619_37,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476429,SRX4476429,Fred H Gage,27-Jul-18
GSM3308995,X160619_38,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476430,SRX4476430,Fred H Gage,27-Jul-18
GSM3308996,X160619_39,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476431,SRX4476431,Fred H Gage,27-Jul-18
GSM3308997,X160619_40,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476432,SRX4476432,Fred H Gage,27-Jul-18
GSM3308998,X160619_41,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476433,SRX4476433,Fred H Gage,27-Jul-18
GSM3308999,X160619_42,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476434,SRX4476434,Fred H Gage,27-Jul-18
GSM3309000,X160619_43,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476435,SRX4476435,Fred H Gage,27-Jul-18
GSM3309001,X160619_44,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476436,SRX4476436,Fred H Gage,27-Jul-18
GSM3309002,X160619_45,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476437,SRX4476437,Fred H Gage,27-Jul-18
GSM3309003,X160619_46,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476438,SRX4476438,Fred H Gage,27-Jul-18
GSM3309004,X160619_47,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476439,SRX4476439,Fred H Gage,27-Jul-18
GSM3309005,X160619_48,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476440,SRX4476440,Fred H Gage,27-Jul-18
GSM3309006,X160622_01,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476441,SRX4476441,Fred H Gage,27-Jul-18
GSM3309007,X160622_02,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476442,SRX4476442,Fred H Gage,27-Jul-18
GSM3309008,X160622_03,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476443,SRX4476443,Fred H Gage,27-Jul-18
GSM3309009,X160622_04,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476444,SRX4476444,Fred H Gage,27-Jul-18
GSM3309010,X160622_05,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476445,SRX4476445,Fred H Gage,27-Jul-18
GSM3309011,X160622_06,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476446,SRX4476446,Fred H Gage,27-Jul-18
GSM3309012,X160622_07,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476447,SRX4476447,Fred H Gage,27-Jul-18
GSM3309013,X160622_08,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476448,SRX4476448,Fred H Gage,27-Jul-18
GSM3309014,X160622_09,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476449,SRX4476449,Fred H Gage,27-Jul-18
GSM3309015,X160622_10,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476450,SRX4476450,Fred H Gage,27-Jul-18
GSM3309016,X160622_11,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476451,SRX4476451,Fred H Gage,27-Jul-18
GSM3309017,X160622_12,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476452,SRX4476452,Fred H Gage,27-Jul-18
GSM3309018,X160622_13,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476453,SRX4476453,Fred H Gage,27-Jul-18
GSM3309019,X160622_14,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476454,SRX4476454,Fred H Gage,27-Jul-18
GSM3309020,X160622_15,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476455,SRX4476455,Fred H Gage,27-Jul-18
GSM3309021,X160622_16,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476456,SRX4476456,Fred H Gage,27-Jul-18
GSM3309022,X160622_17,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476457,SRX4476457,Fred H Gage,27-Jul-18
GSM3309023,X160622_18,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476458,SRX4476458,Fred H Gage,27-Jul-18
GSM3309024,X160622_19,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476459,SRX4476459,Fred H Gage,27-Jul-18
GSM3309025,X160622_20,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476460,SRX4476460,Fred H Gage,27-Jul-18
GSM3309026,X160622_21,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476461,SRX4476461,Fred H Gage,27-Jul-18
GSM3309027,X160622_22,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476462,SRX4476462,Fred H Gage,27-Jul-18
GSM3309028,X160622_23,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476463,SRX4476463,Fred H Gage,27-Jul-18
GSM3309029,X160622_24,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476464,SRX4476464,Fred H Gage,27-Jul-18
GSM3309030,X160622_25,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476465,SRX4476465,Fred H Gage,27-Jul-18
GSM3309031,X160622_26,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476466,SRX4476466,Fred H Gage,27-Jul-18
GSM3309032,X160622_27,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476467,SRX4476467,Fred H Gage,27-Jul-18
GSM3309033,X160622_28,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476468,SRX4476468,Fred H Gage,27-Jul-18
GSM3309034,X160622_29,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476469,SRX4476469,Fred H Gage,27-Jul-18
GSM3309035,X160622_30,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476470,SRX4476470,Fred H Gage,27-Jul-18
GSM3309036,X160622_31,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476471,SRX4476471,Fred H Gage,27-Jul-18
GSM3309037,X160622_32,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476472,SRX4476472,Fred H Gage,27-Jul-18
GSM3309038,X160622_33,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476473,SRX4476473,Fred H Gage,27-Jul-18
GSM3309039,X160622_34,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476474,SRX4476474,Fred H Gage,27-Jul-18
GSM3309040,X160622_35,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476475,SRX4476475,Fred H Gage,27-Jul-18
GSM3309041,X160622_36,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476476,SRX4476476,Fred H Gage,27-Jul-18
GSM3309042,X160622_37,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476477,SRX4476477,Fred H Gage,27-Jul-18
GSM3309043,X160622_38,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476478,SRX4476478,Fred H Gage,27-Jul-18
GSM3309044,X160622_39,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476479,SRX4476479,Fred H Gage,27-Jul-18
GSM3309045,X160622_40,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476480,SRX4476480,Fred H Gage,27-Jul-18
GSM3309046,X160622_41,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476481,SRX4476481,Fred H Gage,27-Jul-18
GSM3309047,X160622_42,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476482,SRX4476482,Fred H Gage,27-Jul-18
GSM3309048,X160622_43,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476483,SRX4476483,Fred H Gage,27-Jul-18
GSM3309049,X160622_44,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476484,SRX4476484,Fred H Gage,27-Jul-18
GSM3309050,X160622_45,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476485,SRX4476485,Fred H Gage,27-Jul-18
GSM3309051,X160622_46,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476486,SRX4476486,Fred H Gage,27-Jul-18
GSM3309052,X160622_47,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476487,SRX4476487,Fred H Gage,27-Jul-18
GSM3309053,X160622_48,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476488,SRX4476488,Fred H Gage,27-Jul-18
GSM3309054,X161121_01,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476489,SRX4476489,Fred H Gage,27-Jul-18
GSM3309055,X161121_02,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476490,SRX4476490,Fred H Gage,27-Jul-18
GSM3309056,X161121_03,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476491,SRX4476491,Fred H Gage,27-Jul-18
GSM3309057,X161121_04,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476492,SRX4476492,Fred H Gage,27-Jul-18
GSM3309058,X161121_05,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476493,SRX4476493,Fred H Gage,27-Jul-18
GSM3309059,X161121_06,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476494,SRX4476494,Fred H Gage,27-Jul-18
GSM3309060,X161121_07,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476495,SRX4476495,Fred H Gage,27-Jul-18
GSM3309061,X161121_08,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476496,SRX4476496,Fred H Gage,27-Jul-18
GSM3309062,X161121_09,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476497,SRX4476497,Fred H Gage,27-Jul-18
GSM3309063,X161121_10,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476498,SRX4476498,Fred H Gage,27-Jul-18
GSM3309064,X161121_11,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476499,SRX4476499,Fred H Gage,27-Jul-18
GSM3309065,X161121_12,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476500,SRX4476500,Fred H Gage,27-Jul-18
GSM3309066,X161121_13,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476501,SRX4476501,Fred H Gage,27-Jul-18
GSM3309067,X161121_14,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476502,SRX4476502,Fred H Gage,27-Jul-18
GSM3309068,X161121_15,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476503,SRX4476503,Fred H Gage,27-Jul-18
GSM3309069,X161121_16,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476504,SRX4476504,Fred H Gage,27-Jul-18
GSM3309070,X161121_17,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476505,SRX4476505,Fred H Gage,27-Jul-18
GSM3309071,X161121_18,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476506,SRX4476506,Fred H Gage,27-Jul-18
GSM3309072,X161121_19,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476507,SRX4476507,Fred H Gage,27-Jul-18
GSM3309073,X161121_20,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476508,SRX4476508,Fred H Gage,27-Jul-18
GSM3309074,X161121_21,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476509,SRX4476509,Fred H Gage,27-Jul-18
GSM3309075,X161121_22,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476510,SRX4476510,Fred H Gage,27-Jul-18
GSM3309076,X161121_23,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476511,SRX4476511,Fred H Gage,27-Jul-18
GSM3309077,X161121_24,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476512,SRX4476512,Fred H Gage,27-Jul-18
GSM3309078,X161121_25,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476513,SRX4476513,Fred H Gage,27-Jul-18
GSM3309079,X161121_26,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476514,SRX4476514,Fred H Gage,27-Jul-18
GSM3309080,X161121_27,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476515,SRX4476515,Fred H Gage,27-Jul-18
GSM3309081,X161121_28,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476516,SRX4476516,Fred H Gage,27-Jul-18
GSM3309082,X161121_29,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476517,SRX4476517,Fred H Gage,27-Jul-18
GSM3309083,X161121_30,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476518,SRX4476518,Fred H Gage,27-Jul-18
GSM3309084,X161121_31,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476519,SRX4476519,Fred H Gage,27-Jul-18
GSM3309085,X161121_32,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476520,SRX4476520,Fred H Gage,27-Jul-18
GSM3309086,X161121_33,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476521,SRX4476521,Fred H Gage,27-Jul-18
GSM3309087,X161121_34,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476522,SRX4476522,Fred H Gage,27-Jul-18
GSM3309088,X161121_35,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476523,SRX4476523,Fred H Gage,27-Jul-18
GSM3309089,X161121_36,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476524,SRX4476524,Fred H Gage,27-Jul-18
GSM3309090,X161121_37,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476525,SRX4476525,Fred H Gage,27-Jul-18
GSM3309091,X161121_38,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476526,SRX4476526,Fred H Gage,27-Jul-18
GSM3309092,X161121_39,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476527,SRX4476527,Fred H Gage,27-Jul-18
GSM3309093,X161121_40,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476528,SRX4476528,Fred H Gage,27-Jul-18
GSM3309094,X161121_41,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476529,SRX4476529,Fred H Gage,27-Jul-18
GSM3309095,X161121_42,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476530,SRX4476530,Fred H Gage,27-Jul-18
GSM3309096,X161121_43,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476531,SRX4476531,Fred H Gage,27-Jul-18
GSM3309097,X161121_44,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476532,SRX4476532,Fred H Gage,27-Jul-18
GSM3309098,X161121_45,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476533,SRX4476533,Fred H Gage,27-Jul-18
GSM3309099,X161121_46,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476534,SRX4476534,Fred H Gage,27-Jul-18
GSM3309100,X161121_47,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476535,SRX4476535,Fred H Gage,27-Jul-18
GSM3309101,X161121_48,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476536,SRX4476536,Fred H Gage,27-Jul-18
GSM3309102,X161209_04,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476537,SRX4476537,Fred H Gage,27-Jul-18
GSM3309103,X161209_05,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476538,SRX4476538,Fred H Gage,27-Jul-18
GSM3309104,X161209_06,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476539,SRX4476539,Fred H Gage,27-Jul-18
GSM3309105,X161209_10,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476540,SRX4476540,Fred H Gage,27-Jul-18
GSM3309106,X161209_11,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476541,SRX4476541,Fred H Gage,27-Jul-18
GSM3309107,X161209_12,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476542,SRX4476542,Fred H Gage,27-Jul-18
GSM3309108,X161209_16,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476543,SRX4476543,Fred H Gage,27-Jul-18
GSM3309109,X161209_17,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476544,SRX4476544,Fred H Gage,27-Jul-18
GSM3309110,X161209_18,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476545,SRX4476545,Fred H Gage,27-Jul-18
GSM3309111,X161209_22,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476546,SRX4476546,Fred H Gage,27-Jul-18
